[4448322.298111] tg3 0000:03:00.0: eth0: 0x00000830: 0x00000000, 0xffffffff, 0xffffffff, 0xffffffff
[4448322.298114] tg3 0000:03:00.0: eth0: 0x00000840: 0xffffffff, 0xffffffff, 0xffffffff, 0xffffffff
[4448336.269974] tg3 0000:03:00.0: eth0: 0x00000820: 0x00000000, 0x00000000, 0xffffffff, 0x00000000
[4448336.269977] tg3 0000:03:00.0: eth0: 0x00000830: 0x00000000, 0xffffffff, 0xffffffff, 0xffffffff
[4448336.269979] tg3 0000:03:00.0: eth0: 0x00000840: 0xffffffff, 0xffffffff, 0xffffffff, 0xffffffff
[4448336.269982] tg3 0000:03:00.0: eth0: 0x00000850: 0xffffffff, 0xffffffff, 0xffffffff, 0xffffffff
[4448336.269985] tg3 0000:03:00.0: eth0: 0x00000860: 0xffffffff, 0xffffffff, 0xffffffff, 0x00000000
[4448336.269987] tg3 0000:03:00.0: eth0: 0x00000880: 0x00003a58, 0x00000000, 0x00000000, 0x00000000
[4448336.269990] tg3 0000:03:00.0: eth0: 0x00000890: 0x00000004, 0x000000dd, 0x00000000, 0x00000000
[4448336.269992] tg3 0000:03:00.0: eth0: 0x000008f0: 0x00000001, 0x00000000, 0x00000000, 0x00000000
[4448336.269995] tg3 0000:03:00.0: eth0: 0x00000900: 0x00000000, 0xffffffff, 0x00000000, 0x00000000
[4448336.269998] tg3 0000:03:00.0: eth0: 0x00000910: 0x00000000, 0xffffffff, 0x00000000, 0x00000000
[4448336.270000] tg3 0000:03:00.0: eth0: 0x00000920: 0x00000000, 0x00000000, 0xffffffff, 0x00000000
[4448336.270003] tg3 0000:03:00.0: eth0: 0x00000930: 0x00000000, 0xffffffff, 0xffffffff, 0xffffffff
[4448336.270006] tg3 0000:03:00.0: eth0: 0x00000940: 0xffffffff, 0xffffffff, 0xffffffff, 0xffffffff
[4448336.270008] tg3 0000:03:00.0: eth0: 0x00000950: 0xffffffff, 0xffffffff, 0xffffffff, 0xffffffff
[4448336.270011] tg3 0000:03:00.0: eth0: 0x00000960: 0xffffffff, 0xffffffff, 0xffffffff, 0x00000000
[4448336.270014] tg3 0000:03:00.0: eth0: 0x00000990: 0x00000004, 0x000000dd, 0x00000000, 0x00000000
[4448336.270016] tg3 0000:03:00.0: eth0: 0x00000c00: 0x0000000a, 0x00000004, 0x00000003, 0x00000001
[4448336.270019] tg3 0000:03:00.0: eth0: 0x00000c10: 0x00000000, 0x00000000, 0x00000000, 0x00360000
[4448336.270022] tg3 0000:03:00.0: eth0: 0x00000ce0: 0x90a4ecda, 0x00000006, 0x00000036, 0x00040028
[4448336.270024] tg3 0000:03:00.0: eth0: 0x00000cf0: 0x00000000, 0x50000074, 0x00000000, 0x00000000
[4448336.270027] tg3 0000:03:00.0: eth0: 0x00001000: 0x00000002, 0x00000000, 0xa0004d4d, 0x00000000
[4448336.270030] tg3 0000:03:00.0: eth0: 0x00001010: 0x01f41f42, 0x00004d4d, 0x00000000, 0x00000000
[4448336.270033] tg3 0000:03:00.0: eth0: 0x00001400: 0x00000006, 0x00000000, 0x00000000, 0x00000000
[4448336.270035] tg3 0000:03:00.0: eth0: 0x00001440: 0x00000140, 0x000001f4, 0x0000013c, 0x0000015f
[4448336.270038] tg3 0000:03:00.0: eth0: 0x00001480: 0x00003321, 0x00000000, 0x00000000, 0x00000000
[4448336.270041] tg3 0000:03:00.0: eth0: 0x00001800: 0x00000036, 0x00000000, 0x00000140, 0x000001f4
[4448336.270043] tg3 0000:03:00.0: eth0: 0x00001810: 0x0000013c, 0x0000015f, 0x00000000, 0x00000000
[4448336.270046] tg3 0000:03:00.0: eth0: 0x00001830: 0x00000000, 0x00000000, 0x00000000, 0xf0430000
[4448336.270049] tg3 0000:03:00.0: eth0: 0x00001840: 0xeec6c000, 0x0000001f, 0x00000203, 0xc0000000
[4448336.270051] tg3 0000:03:00.0: eth0: 0x00001850: 0x0000001f, 0x00000000, 0x00004730, 0x013c01f4
[4448336.270054] tg3 0000:03:00.0: eth0: 0x00001860: 0x0100b800, 0x00000000, 0xf0323f30, 0x0000001f
[4448336.270057] tg3 0000:03:00.0: eth0: 0x00001c00: 0x00000002, 0x00000000, 0x00000000, 0x00000000
[4448336.270060] tg3 0000:03:00.0: eth0: 0x00002000: 0x00000002, 0x00000010, 0x00000000, 0x00000000
[4448336.270062] tg3 0000:03:00.0: eth0: 0x00002010: 0x00000181, 0x00000001, 0x00780003, 0x00000000
[4448336.270065] tg3 0000:03:00.0: eth0: 0x00002100: 0x000d8cc6, 0x000d309a, 0x000000f8, 0x00000000
[4448336.270068] tg3 0000:03:00.0: eth0: 0x00002110: 0x000d8cc6, 0x000d309a, 0x000000f8, 0x00000000
[4448336.270070] tg3 0000:03:00.0: eth0: 0x00002120: 0x000d8cc6, 0x000d309a, 0x000000f8, 0x00000000
[4448336.270073] tg3 0000:03:00.0: eth0: 0x00002130: 0x000d8cc6, 0x000d309a, 0x000000f8, 0x00000000
[4448336.270075] tg3 0000:03:00.0: eth0: 0x00002140: 0x000d8cc6, 0x000d309a, 0x000000f8, 0x00000000
[4448336.270078] tg3 0000:03:00.0: eth0: 0x00002150: 0x000d8cc6, 0x000d309a, 0x000000f8, 0x00000000
[4448336.270081] tg3 0000:03:00.0: eth0: 0x00002160: 0x000d8cc6, 0x000d309a, 0x000000f8, 0x00000000
[4448336.270083] tg3 0000:03:00.0: eth0: 0x00002170: 0x000d8cc6, 0x000d309a, 0x000000f8, 0x00000000
[4448336.270086] tg3 0000:03:00.0: eth0: 0x00002180: 0x000d8cc6, 0x000d309a, 0x000000f8, 0x00000000
[4448336.270088] tg3 0000:03:00.0: eth0: 0x00002190: 0x000d8cc6, 0x000d309a, 0x000000f8, 0x00000000
[4448336.270091] tg3 0000:03:00.0: eth0: 0x000021a0: 0x000d8cc6, 0x000d309a, 0x000000f8, 0x00000000
[4448336.270094] tg3 0000:03:00.0: eth0: 0x000021b0: 0x000d8cc6, 0x000d309a, 0x000000f8, 0x00000000
[4448336.270096] tg3 0000:03:00.0: eth0: 0x000021c0: 0x000d8cc6, 0x000d309a, 0x000000f8, 0x00000000
[4448336.270099] tg3 0000:03:00.0: eth0: 0x000021d0: 0x000d8cc6, 0x000d309a, 0x000000f8, 0x00000000
[4448336.270101] tg3 0000:03:00.0: eth0: 0x000021e0: 0x000d8cc6, 0x000d309a, 0x000000f8, 0x00000000
[4448336.270104] tg3 0000:03:00.0: eth0: 0x000021f0: 0x000d8cc6, 0x000d309a, 0x000000f8, 0x00000000
[4448336.270107] tg3 0000:03:00.0: eth0: 0x00002250: 0x000000dd, 0x00000000, 0x00000000, 0x00000000
[4448336.270109] tg3 0000:03:00.0: eth0: 0x00002400: 0x00010012, 0x00000000, 0x00480010, 0x00000000
[4448336.270112] tg3 0000:03:00.0: eth0: 0x00002410: 0x0000000f, 0x00005d00, 0x00000000, 0x00000000
[4448336.270115] tg3 0000:03:00.0: eth0: 0x00002440: 0x00000000, 0x00000000, 0x00000002, 0x00044400
[4448336.270117] tg3 0000:03:00.0: eth0: 0x00002450: 0x0000001f, 0xe9fd0000, 0x08001800, 0x00040000
[4448336.270120] tg3 0000:03:00.0: eth0: 0x00002470: 0x00000000, 0x000007a2, 0x00000000, 0x00000000
[4448336.270123] tg3 0000:03:00.0: eth0: 0x00002500: 0x00000000, 0x00000000, 0x00000002, 0x00044800
[4448336.270125] tg3 0000:03:00.0: eth0: 0x00002510: 0x00000000, 0x00000000, 0x00000002, 0x00040400
[4448336.270128] tg3 0000:03:00.0: eth0: 0x00002520: 0x00000000, 0x00000000, 0x00000002, 0x00044c00
[4448336.270130] tg3 0000:03:00.0: eth0: 0x00002530: 0x00000000, 0x00000000, 0x00000002, 0x00040800
[4448336.270133] tg3 0000:03:00.0: eth0: 0x00002540: 0x00000000, 0x00000000, 0x00000002, 0x00045000
[4448336.270136] tg3 0000:03:00.0: eth0: 0x00002550: 0x00000000, 0x00000000, 0x00000002, 0x00040c00
[4448336.270138] tg3 0000:03:00.0: eth0: 0x00002560: 0x00000000, 0x00000000, 0x00000002, 0x00045400
[4448336.270141] tg3 0000:03:00.0: eth0: 0x00002570: 0x00000000, 0x00000000, 0x00000002, 0x00041000
[4448336.270143] tg3 0000:03:00.0: eth0: 0x00002580: 0x00000000, 0x00000000, 0x00000002, 0x00045800
[4448336.270146] tg3 0000:03:00.0: eth0: 0x00002590: 0x00000000, 0x00000000, 0x00000002, 0x00041400
[4448336.270148] tg3 0000:03:00.0: eth0: 0x000025a0: 0x00000000, 0x00000000, 0x00000002, 0x00045c00
[4448336.270151] tg3 0000:03:00.0: eth0: 0x000025b0: 0x00000000, 0x00000000, 0x00000002, 0x00041800
[4448336.270154] tg3 0000:03:00.0: eth0: 0x000025c0: 0x00000000, 0x00000000, 0x00000002, 0x00046000
[4448336.270156] tg3 0000:03:00.0: eth0: 0x000025d0: 0x00000000, 0x00000000, 0x00000002, 0x00041c00
[4448336.270159] tg3 0000:03:00.0: eth0: 0x000025e0: 0x00000000, 0x00000000, 0x00000002, 0x00046400
[4448336.270161] tg3 0000:03:00.0: eth0: 0x000025f0: 0x00000000, 0x00000000, 0x00000002, 0x00042000
[4448336.270164] tg3 0000:03:00.0: eth0: 0x00002600: 0x00000000, 0x00000000, 0x00000002, 0x00046800
[4448336.270166] tg3 0000:03:00.0: eth0: 0x00002610: 0x00000000, 0x00000000, 0x00000002, 0x00042400
[4448336.270169] tg3 0000:03:00.0: eth0: 0x00002620: 0x00000000, 0x00000000, 0x00000002, 0x00046c00
[4448336.270172] tg3 0000:03:00.0: eth0: 0x00002630: 0x00000000, 0x00000000, 0x00000002, 0x00042800
[4448336.270174] tg3 0000:03:00.0: eth0: 0x00002640: 0x00000000, 0x00000000, 0x00000002, 0x00047000
[4448336.270177] tg3 0000:03:00.0: eth0: 0x00002650: 0x00000000, 0x00000000, 0x00000002, 0x00042c00
[4448336.270179] tg3 0000:03:00.0: eth0: 0x00002660: 0x00000000, 0x00000000, 0x00000002, 0x00047400
[4448336.270182] tg3 0000:03:00.0: eth0: 0x00002670: 0x00000000, 0x00000000, 0x00000002, 0x00043000
[4448336.270185] tg3 0000:03:00.0: eth0: 0x00002680: 0x00000000, 0x00000000, 0x00000002, 0x00047800
[4448336.270187] tg3 0000:03:00.0: eth0: 0x00002690: 0x00000000, 0x00000000, 0x00000002, 0x00043400
[4448336.270190] tg3 0000:03:00.0: eth0: 0x000026a0: 0x00000000, 0x00000000, 0x00000002, 0x00047c00
[4448336.270192] tg3 0000:03:00.0: eth0: 0x000026b0: 0x00000000, 0x00000000, 0x00000002, 0x00043800
[4448336.270195] tg3 0000:03:00.0: eth0: 0x000026c0: 0x00000000, 0x00000000, 0x00000002, 0x00048000
[4448336.270197] tg3 0000:03:00.0: eth0: 0x000026d0: 0x00000000, 0x00000000, 0x00000002, 0x00043c00
[4448336.270200] tg3 0000:03:00.0: eth0: 0x000026e0: 0x00000000, 0x00000000, 0x00000002, 0x00048400
[4448336.270202] tg3 0000:03:00.0: eth0: 0x000026f0: 0x00000000, 0x00000000, 0x00000002, 0x00044000
[4448336.270205] tg3 0000:03:00.0: eth0: 0x00002800: 0x00000006, 0x00000000, 0x00000000, 0x00000000
[4448336.270208] tg3 0000:03:00.0: eth0: 0x00002c00: 0x00000006, 0x00000000, 0x00000000, 0x000007a2
[4448336.270211] tg3 0000:03:00.0: eth0: 0x00002c10: 0x00000000, 0x00000000, 0x00000040, 0x00000001
[4448336.270213] tg3 0000:03:00.0: eth0: 0x00002c20: 0x00000001, 0x00000000, 0x00000000, 0x00000000
[4448336.270216] tg3 0000:03:00.0: eth0: 0x00002d00: 0x00000080, 0x00000040, 0x00000000, 0x00000000
[4448336.270219] tg3 0000:03:00.0: eth0: 0x00003000: 0x00000006, 0x00000000, 0x00000000, 0x000007a2
[4448336.270221] tg3 0000:03:00.0: eth0: 0x00003400: 0x00000006, 0x00000000, 0x00000000, 0x00000000
[4448336.270224] tg3 0000:03:00.0: eth0: 0x00003600: 0x00004600, 0x00170000, 0x00110000, 0x00000000
[4448336.270227] tg3 0000:03:00.0: eth0: 0x00003610: 0x00130000, 0x00000000, 0x00130000, 0x00000011
[4448336.270230] tg3 0000:03:00.0: eth0: 0x00003620: 0x00110011, 0x00000000, 0x00000000, 0x00032080
[4448336.270232] tg3 0000:03:00.0: eth0: 0x00003630: 0x00000000, 0x83748374, 0x02c01000, 0x00000000
[4448336.270235] tg3 0000:03:00.0: eth0: 0x00003640: 0x00000000, 0x00000000, 0x00000020, 0x00000019
[4448336.270238] tg3 0000:03:00.0: eth0: 0x00003650: 0x00000171, 0x000f03ff, 0x05719001, 0x00000000
[4448336.270240] tg3 0000:03:00.0: eth0: 0x00003660: 0x00000000, 0x00000000, 0x02000000, 0x00000202
[4448336.270243] tg3 0000:03:00.0: eth0: 0x00003670: 0x00000000, 0xfeffffe3, 0x00000000, 0x00000000
[4448336.270245] tg3 0000:03:00.0: eth0: 0x00003680: 0x30018010, 0x00000000, 0x00000000, 0x00000000
[4448336.270248] tg3 0000:03:00.0: eth0: 0x000036a0: 0x000001a0, 0x00000000, 0x00000000, 0x00000000
[4448336.270251] tg3 0000:03:00.0: eth0: 0x000036b0: 0x00100308, 0x07ff07ff, 0x07ff07ff, 0x01000004
[4448336.270254] tg3 0000:03:00.0: eth0: 0x000036c0: 0xffffffff, 0x00000000, 0x00000000, 0x00350bc3
[4448336.270256] tg3 0000:03:00.0: eth0: 0x000036d0: 0x000001fd, 0x00000000, 0x00000000, 0x00004d62
[4448336.270259] tg3 0000:03:00.0: eth0: 0x000036f0: 0x00000000, 0x00000000, 0x00000000, 0x00012401
[4448336.270261] tg3 0000:03:00.0: eth0: 0x00003800: 0x00000001, 0x00000000, 0x0000000e, 0x0516028b
[4448336.270264] tg3 0000:03:00.0: eth0: 0x00003810: 0x000000e3, 0x00000082, 0x00000000, 0x00000000
[4448336.270267] tg3 0000:03:00.0: eth0: 0x00003c00: 0x00000302, 0x00000000, 0x00000000, 0x00000000
[4448336.270270] tg3 0000:03:00.0: eth0: 0x00003c30: 0x00000000, 0x00000000, 0x0000001f, 0xec28c000
[4448336.270272] tg3 0000:03:00.0: eth0: 0x00003c40: 0x00000000, 0x00000b00, 0x00000000, 0x00000000
[4448336.270275] tg3 0000:03:00.0: eth0: 0x00003c50: 0x00000000, 0x000007a2, 0x00000000, 0x00000000
[4448336.270277] tg3 0000:03:00.0: eth0: 0x00003c80: 0x0000074f, 0x00000e34, 0x00000989, 0x00000896
[4448336.270280] tg3 0000:03:00.0: eth0: 0x00003cc0: 0x00000140, 0x00000000, 0x00000000, 0x00000000
[4448336.270283] tg3 0000:03:00.0: eth0: 0x00003cd0: 0x00000000, 0x0000000f, 0x00000000, 0x00000000
[4448336.270285] tg3 0000:03:00.0: eth0: 0x00003d00: 0x0000001f, 0xf04cb000, 0x0000001f, 0xf04cc000
[4448336.270288] tg3 0000:03:00.0: eth0: 0x00003d10: 0x0000001f, 0xeb153000, 0x0000001f, 0xf0498000
[4448336.270291] tg3 0000:03:00.0: eth0: 0x00003d80: 0x00000014, 0x00000048, 0x00000005, 0x00000035
[4448336.270293] tg3 0000:03:00.0: eth0: 0x00003d90: 0x00000005, 0x00000005, 0x00000014, 0x00000048
[4448336.270296] tg3 0000:03:00.0: eth0: 0x00003da0: 0x00000005, 0x00000035, 0x00000005, 0x00000005
[4448336.270298] tg3 0000:03:00.0: eth0: 0x00003db0: 0x00000014, 0x00000048, 0x00000005, 0x00000035
[4448336.270301] tg3 0000:03:00.0: eth0: 0x00003dc0: 0x00000005, 0x00000005, 0x00000014, 0x00000048
[4448336.270304] tg3 0000:03:00.0: eth0: 0x00003dd0: 0x00000005, 0x00000035, 0x00000005, 0x00000005
[4448336.270306] tg3 0000:03:00.0: eth0: 0x00003f00: 0x00000000, 0x000001f4, 0x0000013c, 0x0000015f
[4448336.270309] tg3 0000:03:00.0: eth0: 0x00003fc0: 0x00870334, 0x00000000, 0x00000000, 0x00000000
[4448336.270312] tg3 0000:03:00.0: eth0: 0x00004000: 0x00000002, 0x00000000, 0x0010d0c0, 0x000aaf35
[4448336.270314] tg3 0000:03:00.0: eth0: 0x00004010: 0x00000000, 0x0029a012, 0x00000480, 0x0200e822
[4448336.270317] tg3 0000:03:00.0: eth0: 0x00004020: 0x00000000, 0x00000000, 0x00000010, 0x00000000
[4448336.270320] tg3 0000:03:00.0: eth0: 0x00004030: 0x00000010, 0x00808910, 0x00000000, 0x00000000
[4448336.270322] tg3 0000:03:00.0: eth0: 0x00004040: 0x00000000, 0x00000000, 0x0108e620, 0x00000000
[4448336.270325] tg3 0000:03:00.0: eth0: 0x00004050: 0x00000000, 0x00000000, 0x002be010, 0x00446002
[4448336.270327] tg3 0000:03:00.0: eth0: 0x00004060: 0x00452000, 0x00000000, 0x00000000, 0x00000000
[4448336.270330] tg3 0000:03:00.0: eth0: 0x00004400: 0x80000006, 0x00000000, 0x00010000, 0x0000a000
[4448336.270333] tg3 0000:03:00.0: eth0: 0x00004410: 0x00000000, 0x0000002a, 0x000000a0, 0x00000000
[4448336.270336] tg3 0000:03:00.0: eth0: 0x00004420: 0x0000003d, 0x00000000, 0x00000000, 0x00000000
[4448336.270338] tg3 0000:03:00.0: eth0: 0x00004440: 0x00000000, 0x00000000, 0x00000000, 0x04d1344f
[4448336.270341] tg3 0000:03:00.0: eth0: 0x00004450: 0x023a0423, 0x00bf009c, 0x00000000, 0x00000000
[4448336.270344] tg3 0000:03:00.0: eth0: 0x00004800: 0x180303fe, 0x00000000, 0x00000000, 0x00000120
[4448336.270346] tg3 0000:03:00.0: eth0: 0x00004810: 0x00000000, 0x0000000b, 0x05a89c70, 0x00000000
[4448336.270349] tg3 0000:03:00.0: eth0: 0x00004820: 0x00000052, 0x00000000, 0xf0310000, 0x651c8558
[4448336.270352] tg3 0000:03:00.0: eth0: 0x00004830: 0x00000000, 0x00000381, 0x00000381, 0x00000000
[4448336.270354] tg3 0000:03:00.0: eth0: 0x00004840: 0x2321bc18, 0x2321bc18, 0x000e2200, 0x5242771d
[4448336.270357] tg3 0000:03:00.0: eth0: 0x00004850: 0xe8b51b68, 0xd63c05ea, 0x46454645, 0x00000000
[4448336.270360] tg3 0000:03:00.0: eth0: 0x00004860: 0x00000052, 0x11265010, 0x00000800, 0x36000000
[4448336.270362] tg3 0000:03:00.0: eth0: 0x00004870: 0x00000080, 0x00000000, 0x00000000, 0x00000000
[4448336.270365] tg3 0000:03:00.0: eth0: 0x00004900: 0x00090404, 0x00305407, 0x00000000, 0x00000000
[4448336.270368] tg3 0000:03:00.0: eth0: 0x00004910: 0x000f001c, 0x00000000, 0x00000000, 0x00000000
[4448336.270370] tg3 0000:03:00.0: eth0: 0x00004a00: 0x180303fe, 0x00100000, 0x00100010, 0xb6470000
[4448336.270373] tg3 0000:03:00.0: eth0: 0x00004a10: 0xf0323f00, 0x008c5914, 0x00100011, 0x00000000
[4448336.270376] tg3 0000:03:00.0: eth0: 0x00004a20: 0x00000000, 0x00000010, 0xf02c0000, 0xf0323f40
[4448336.270378] tg3 0000:03:00.0: eth0: 0x00004a30: 0x00000000, 0x00000026, 0x00000026, 0x00000000
[4448336.270381] tg3 0000:03:00.0: eth0: 0x00004a40: 0xf0323ee0, 0xf0323ef0, 0xf0323f00, 0xf0323f10
[4448336.270384] tg3 0000:03:00.0: eth0: 0x00004a50: 0x00100010, 0x00100010, 0x00100010, 0x00100010
[4448336.270386] tg3 0000:03:00.0: eth0: 0x00004a70: 0x00090404, 0x00305407, 0x000f001c, 0x00000000
[4448336.270389] tg3 0000:03:00.0: eth0: 0x00004b00: 0x180303fe, 0x00360003, 0x30000000, 0x00360120
[4448336.270392] tg3 0000:03:00.0: eth0: 0x00004b10: 0x00360040, 0x00360003, 0x0036dc78, 0x00000010
[4448336.270394] tg3 0000:03:00.0: eth0: 0x00004b20: 0x0000004e, 0x02268000, 0x7e74ccd9, 0x0f360038
[4448336.270399] tg3 0000:03:00.0: eth0: 0x00004b30: 0x90a4ecd9, 0x0f360038, 0x1148a4d9, 0x0f360038
[4448336.270402] tg3 0000:03:00.0: eth0: 0x00004b40: 0x0d0cacd9, 0x0f360038, 0x0707b0b0, 0xbbbb7272
[4448336.270405] tg3 0000:03:00.0: eth0: 0x00004b50: 0xf0330000, 0x7e74cd10, 0xaf040000, 0x4e4d004d
[4448336.270408] tg3 0000:03:00.0: eth0: 0x00004b60: 0xf0330000, 0x90a4ed10, 0xaf040000, 0x400001f4
[4448336.270411] tg3 0000:03:00.0: eth0: 0x00004b70: 0xf0330000, 0x1148a510, 0xaf040000, 0x000000ff
[4448336.270414] tg3 0000:03:00.0: eth0: 0x00004b80: 0x0000004e, 0x11265010, 0x00000800, 0x36000000
[4448336.270417] tg3 0000:03:00.0: eth0: 0x00004b90: 0x00000080, 0x00090404, 0x00305407, 0x000f001c
[4448336.270420] tg3 0000:03:00.0: eth0: 0x00004ba0: 0x00f000b6, 0x00000000, 0x00000000, 0x00000000
[4448336.270423] tg3 0000:03:00.0: eth0: 0x00004bb0: 0x662864d9, 0x4e0a34d9, 0xaf8428d9, 0xfb1360d9
[4448336.270426] tg3 0000:03:00.0: eth0: 0x00004bc0: 0x7e74ccda, 0x90a4ecda, 0x1148a4da, 0x0d0cacda
[4448336.270429] tg3 0000:03:00.0: eth0: 0x00004bd0: 0x662864da, 0x4e0a34da, 0xaf8428da, 0xfb1360da
[4448336.270432] tg3 0000:03:00.0: eth0: 0x00004be0: 0x00360036, 0x00360036, 0x00360036, 0x00360036
[4448336.270435] tg3 0000:03:00.0: eth0: 0x00004bf0: 0xf0330000, 0x0d0cad10, 0xaf040000, 0x0000ffff
[4448336.270438] tg3 0000:03:00.0: eth0: 0x00004c00: 0x200003fe, 0x00000000, 0x00000000, 0x00000000
[4448336.270441] tg3 0000:03:00.0: eth0: 0x00004c10: 0x00000000, 0x00000000, 0x00000006, 0x00000000
[4448336.270444] tg3 0000:03:00.0: eth0: 0x00004c20: 0x00000000, 0x00000000, 0x00000000, 0x00000006
[4448336.270447] tg3 0000:03:00.0: eth0: 0x00004c30: 0x00000000, 0x02624000, 0x000000d3, 0x000000d3
[4448336.270450] tg3 0000:03:00.0: eth0: 0x00004c40: 0x00000000, 0xf04cc000, 0x001d0020, 0x00040020
[4448336.270453] tg3 0000:03:00.0: eth0: 0x00004c50: 0x88e3374e, 0x0074e895, 0x96989e34, 0x21220303
[4448336.270456] tg3 0000:03:00.0: eth0: 0x00004c60: 0x00000020, 0x00000000, 0x00000000, 0x00000000
[4448336.270459] tg3 0000:03:00.0: eth0: 0x00005000: 0x00009800, 0x80000000, 0x00000000, 0x00000000
[4448336.270462] tg3 0000:03:00.0: eth0: 0x00005010: 0x00000000, 0x00000000, 0x00000000, 0x080020ec
[4448336.270465] tg3 0000:03:00.0: eth0: 0x00005020: 0x3c030008, 0x00000000, 0x00000000, 0x40000020
[4448336.270468] tg3 0000:03:00.0: eth0: 0x00005030: 0x00000000, 0x0000001d, 0x00000000, 0x00000000
[4448336.270471] tg3 0000:03:00.0: eth0: 0x00005040: 0x00000000, 0x00000000, 0x080020a6, 0x00000000
[4448336.270474] tg3 0000:03:00.0: eth0: 0x00005080: 0x00009800, 0x80004000, 0x00000000, 0x00000000
[4448336.270477] tg3 0000:03:00.0: eth0: 0x00005090: 0x00000000, 0x00000000, 0x00000000, 0x080020d0
[4448336.270480] tg3 0000:03:00.0: eth0: 0x000050a0: 0xafbf0014, 0x00000000, 0x00000000, 0x40000020
[4448336.270483] tg3 0000:03:00.0: eth0: 0x000050b0: 0x00000000, 0x0000001d, 0x00000000, 0x00000000
[4448336.270486] tg3 0000:03:00.0: eth0: 0x000050c0: 0x00000000, 0x00000000, 0x08001b1e, 0x00000000
[4448336.270489] tg3 0000:03:00.0: eth0: 0x00005100: 0x00009800, 0x80004000, 0x00000000, 0x00000000
[4448336.270492] tg3 0000:03:00.0: eth0: 0x00005110: 0x00000000, 0x00000000, 0x00000000, 0x080019c4
[4448336.270495] tg3 0000:03:00.0: eth0: 0x00005120: 0x30632000, 0x00000000, 0x00000000, 0x40000020
[4448336.270498] tg3 0000:03:00.0: eth0: 0x00005130: 0x00000000, 0x0000001d, 0x00000000, 0x00000000
[4448336.270501] tg3 0000:03:00.0: eth0: 0x00005140: 0x00000000, 0x00000000, 0x08001b1e, 0x00000000
[4448336.270504] tg3 0000:03:00.0: eth0: 0x00005180: 0x00009800, 0x80000000, 0x00000000, 0x00000000
[4448336.270507] tg3 0000:03:00.0: eth0: 0x00005190: 0x00000000, 0x00000000, 0x00000000, 0x08001974
[4448336.270510] tg3 0000:03:00.0: eth0: 0x000051a0: 0xafa40014, 0x00000000, 0x00000000, 0x40000020
[4448336.270513] tg3 0000:03:00.0: eth0: 0x000051b0: 0x00000000, 0x0000001d, 0x00000000, 0x00000000
[4448336.270516] tg3 0000:03:00.0: eth0: 0x000051c0: 0x00000000, 0x00000000, 0x08001b1e, 0x00000000
[4448336.270519] tg3 0000:03:00.0: eth0: 0x00005200: 0x50400011, 0x02ed9bb3, 0x06000000, 0x00000000
[4448336.270522] tg3 0000:03:00.0: eth0: 0x00005210: 0x08000000, 0x00000000, 0x08000000, 0x02ed9bb3
[4448336.270525] tg3 0000:03:00.0: eth0: 0x00005220: 0x06000000, 0x00000000, 0x00000000, 0x00000000
[4448336.270527] tg3 0000:03:00.0: eth0: 0x00005230: 0x08000000, 0x02ed9bb3, 0x06000000, 0x00000000
[4448336.270530] tg3 0000:03:00.0: eth0: 0x00005240: 0x08000000, 0x00000000, 0x08000000, 0x02ed9bb3
[4448336.270532] tg3 0000:03:00.0: eth0: 0x00005250: 0x06000000, 0x00000000, 0x08000000, 0x00000000
[4448336.270535] tg3 0000:03:00.0: eth0: 0x00005260: 0x08000000, 0x02ed9bb3, 0x06000000, 0x00000000
[4448336.270538] tg3 0000:03:00.0: eth0: 0x00005270: 0x08000000, 0x00000000, 0x08000000, 0x02ed9bb3
[4448336.270540] tg3 0000:03:00.0: eth0: 0x00005280: 0x00009800, 0x80000000, 0x00000000, 0x00000000
[4448336.270543] tg3 0000:03:00.0: eth0: 0x00005290: 0x00000000, 0x00000000, 0x00000000, 0x080020ec
[4448336.270545] tg3 0000:03:00.0: eth0: 0x000052a0: 0x3c030008, 0x00000000, 0x00000000, 0x40000020
[4448336.270548] tg3 0000:03:00.0: eth0: 0x000052b0: 0x00000000, 0x0000001d, 0x00000000, 0x00000000
[4448336.270551] tg3 0000:03:00.0: eth0: 0x000052c0: 0x00000000, 0x00000000, 0x080020b8, 0x00000000
[4448336.270553] tg3 0000:03:00.0: eth0: 0x00005300: 0x00009800, 0x80004000, 0x00000000, 0x00000000
[4448336.270556] tg3 0000:03:00.0: eth0: 0x00005310: 0x00000000, 0x00000000, 0x00000000, 0x080020d0
[4448336.270559] tg3 0000:03:00.0: eth0: 0x00005320: 0x00a32824, 0x00000000, 0x00000000, 0x40000020
[4448336.270561] tg3 0000:03:00.0: eth0: 0x00005330: 0x00000000, 0x0000001d, 0x00000000, 0x00000000
[4448336.270564] tg3 0000:03:00.0: eth0: 0x00005340: 0x00000000, 0x00000000, 0x08001b1e, 0x00000000
[4448336.270567] tg3 0000:03:00.0: eth0: 0x00005380: 0x00009800, 0x80004000, 0x00000000, 0x00000000
[4448336.270569] tg3 0000:03:00.0: eth0: 0x00005390: 0x00000000, 0x00000000, 0x00000000, 0x080019c8
[4448336.270572] tg3 0000:03:00.0: eth0: 0x000053a0: 0x30632000, 0x00000000, 0x00000000, 0x40000020
[4448336.270574] tg3 0000:03:00.0: eth0: 0x000053b0: 0x00000000, 0x0000001d, 0x00000000, 0x00000000
