[4448322.298111] tg3 0000:03:00.0: eth0: 0x00000830: 0x00000000, 0xffffffff, 0xffffffff, 0xffffffff
[4448322.298114] tg3 0000:03:00.0: eth0: 0x00000840: 0xffffffff, 0xffffffff, 0xffffffff, 0xffffffff
[4448434.073729] tg3 0000:03:00.0: eth0: 0x00004810: 0x00000000, 0x0000000b, 0x05a89c70, 0x00000000
[4448434.073732] tg3 0000:03:00.0: eth0: 0x00004820: 0x00000052, 0x00000000, 0xf0310000, 0x651c8558
[4448434.073734] tg3 0000:03:00.0: eth0: 0x00004830: 0x00000000, 0x00000381, 0x00000381, 0x00000000
[4448434.073737] tg3 0000:03:00.0: eth0: 0x00004840: 0x2321bc18, 0x2321bc18, 0x000e2200, 0x5242771d
[4448434.073740] tg3 0000:03:00.0: eth0: 0x00004850: 0xe8b51b68, 0xd63c05ea, 0x46454645, 0x00000000
[4448434.073743] tg3 0000:03:00.0: eth0: 0x00004860: 0x00000052, 0x11285010, 0x00000800, 0x36000000
[4448434.073745] tg3 0000:03:00.0: eth0: 0x00004870: 0x00000080, 0x00000000, 0x00000000, 0x00000000
[4448434.073750] tg3 0000:03:00.0: eth0: 0x00004900: 0x00090404, 0x00305407, 0x00000000, 0x00000000
[4448434.073752] tg3 0000:03:00.0: eth0: 0x00004910: 0x000f001c, 0x00000000, 0x00000000, 0x00000000
[4448434.073755] tg3 0000:03:00.0: eth0: 0x00004a00: 0x180303fe, 0x00100000, 0x00100010, 0xb6470000
[4448434.073758] tg3 0000:03:00.0: eth0: 0x00004a10: 0xf0323f20, 0x008ca924, 0x00100012, 0x00000000
[4448434.073761] tg3 0000:03:00.0: eth0: 0x00004a20: 0x00000000, 0x00000000, 0xf02c0000, 0xf0323f50
[4448434.073763] tg3 0000:03:00.0: eth0: 0x00004a30: 0x00000000, 0x00000028, 0x00000028, 0x00000000
[4448434.073766] tg3 0000:03:00.0: eth0: 0x00004a40: 0xf0323f20, 0xf0323ef0, 0xf0323f00, 0xf0323f10
[4448434.073769] tg3 0000:03:00.0: eth0: 0x00004a50: 0x00100010, 0x00100010, 0x00100010, 0x00100010
[4448434.073771] tg3 0000:03:00.0: eth0: 0x00004a70: 0x00090404, 0x00305407, 0x000f001c, 0x00000000
[4448434.073774] tg3 0000:03:00.0: eth0: 0x00004b00: 0x180303fe, 0x00360003, 0x30000000, 0x00360120
[4448434.073777] tg3 0000:03:00.0: eth0: 0x00004b10: 0x00360040, 0x00360003, 0x0036dc7c, 0x00000018
[4448434.073779] tg3 0000:03:00.0: eth0: 0x00004b20: 0x0000004f, 0x02270000, 0x7e74ccd9, 0x0f360038
[4448434.073782] tg3 0000:03:00.0: eth0: 0x00004b30: 0x90a4ecd9, 0x0f360038, 0xe37f44d9, 0x0f360038
[4448434.073785] tg3 0000:03:00.0: eth0: 0x00004b40: 0x0d0cacd9, 0x0f360038, 0x0707b0b0, 0xc2c27272
[4448434.073788] tg3 0000:03:00.0: eth0: 0x00004b50: 0xf0330000, 0x7e74cd10, 0xaf040000, 0x4f4e004e
[4448434.073790] tg3 0000:03:00.0: eth0: 0x00004b60: 0xf0330000, 0x90a4ed10, 0xaf040000, 0x400001f5
[4448434.073793] tg3 0000:03:00.0: eth0: 0x00004b70: 0xf0330000, 0xe37f4510, 0xaf040000, 0x000000ff
[4448434.073796] tg3 0000:03:00.0: eth0: 0x00004b80: 0x0000004f, 0x11285010, 0x00000800, 0x36000000
[4448434.073798] tg3 0000:03:00.0: eth0: 0x00004b90: 0x00000080, 0x00090404, 0x00305407, 0x000f001c
[4448434.073801] tg3 0000:03:00.0: eth0: 0x00004ba0: 0x00f000ff, 0x00000000, 0x00000000, 0x00000000
[4448434.073803] tg3 0000:03:00.0: eth0: 0x00004bb0: 0x662864d9, 0x4e0a34d9, 0x1148a4d9, 0xfb1360d9
[4448434.073806] tg3 0000:03:00.0: eth0: 0x00004bc0: 0x7e74ccda, 0x90a4ecda, 0xe37f44da, 0x0d0cacda
[4448434.073809] tg3 0000:03:00.0: eth0: 0x00004bd0: 0x662864da, 0x4e0a34da, 0x1148a4da, 0xfb1360da
[4448434.073812] tg3 0000:03:00.0: eth0: 0x00004be0: 0x00360036, 0x00360036, 0x00360036, 0x00360036
[4448434.073814] tg3 0000:03:00.0: eth0: 0x00004bf0: 0xf0330000, 0x0d0cad10, 0xaf040000, 0x0000ffff
[4448434.073817] tg3 0000:03:00.0: eth0: 0x00004c00: 0x200003fe, 0x00000000, 0x00000000, 0x00000000
[4448434.073819] tg3 0000:03:00.0: eth0: 0x00004c10: 0x00000015, 0x00000000, 0x00000006, 0x00000000
[4448434.073822] tg3 0000:03:00.0: eth0: 0x00004c20: 0x00000000, 0x00000000, 0x00000000, 0x00000006
[4448434.073825] tg3 0000:03:00.0: eth0: 0x00004c30: 0x00000000, 0x02624000, 0x000000d7, 0x000000d7
[4448434.073827] tg3 0000:03:00.0: eth0: 0x00004c40: 0x00000000, 0xf04cc000, 0x001d0020, 0x00140020
[4448434.073830] tg3 0000:03:00.0: eth0: 0x00004c50: 0x88e3374e, 0x0074e895, 0x96989e34, 0x21220303
[4448434.073833] tg3 0000:03:00.0: eth0: 0x00004c60: 0x00000020, 0x00000000, 0x00000000, 0x00000000
[4448434.073836] tg3 0000:03:00.0: eth0: 0x00005000: 0x00009800, 0x80004000, 0x00000000, 0x00000000
[4448434.073838] tg3 0000:03:00.0: eth0: 0x00005010: 0x00000000, 0x00000000, 0x00000000, 0x08001964
[4448434.073841] tg3 0000:03:00.0: eth0: 0x00005020: 0x0062102b, 0x00000000, 0x00000000, 0x40000020
[4448434.073844] tg3 0000:03:00.0: eth0: 0x00005030: 0x00000000, 0x0000001d, 0x00000000, 0x00000000
[4448434.073846] tg3 0000:03:00.0: eth0: 0x00005040: 0x00000000, 0x00000000, 0x08001b1e, 0x00000000
[4448434.073849] tg3 0000:03:00.0: eth0: 0x00005080: 0x00009800, 0x80000000, 0x00000000, 0x00000000
[4448434.073851] tg3 0000:03:00.0: eth0: 0x00005090: 0x00000000, 0x00000000, 0x00000000, 0x08002078
[4448434.073854] tg3 0000:03:00.0: eth0: 0x000050a0: 0xafa40000, 0x00000000, 0x00000000, 0x40000020
[4448434.073857] tg3 0000:03:00.0: eth0: 0x000050b0: 0x00000000, 0x0000001d, 0x00000000, 0x00000000
[4448434.073859] tg3 0000:03:00.0: eth0: 0x000050c0: 0x00000000, 0x00000000, 0x08001ac6, 0x00000000
[4448434.073862] tg3 0000:03:00.0: eth0: 0x00005100: 0x00009800, 0x80004000, 0x00000000, 0x00000000
[4448434.073865] tg3 0000:03:00.0: eth0: 0x00005110: 0x00000000, 0x00000000, 0x00000000, 0x08002060
[4448434.073867] tg3 0000:03:00.0: eth0: 0x00005120: 0x0e00063f, 0x00000000, 0x00000000, 0x40000020
[4448434.073870] tg3 0000:03:00.0: eth0: 0x00005130: 0x00000000, 0x0000001d, 0x00000000, 0x00000000
[4448434.073872] tg3 0000:03:00.0: eth0: 0x00005140: 0x00000000, 0x00000000, 0x08002794, 0x00000000
[4448434.073875] tg3 0000:03:00.0: eth0: 0x00005180: 0x00009800, 0x80000000, 0x00000000, 0x00000000
[4448434.073878] tg3 0000:03:00.0: eth0: 0x00005190: 0x00000000, 0x00000000, 0x00000000, 0x08002034
[4448434.073881] tg3 0000:03:00.0: eth0: 0x000051a0: 0x30420100, 0x00000000, 0x00000000, 0x40000020
[4448434.073884] tg3 0000:03:00.0: eth0: 0x000051b0: 0x00000000, 0x0000001d, 0x00000000, 0x00000000
[4448434.073887] tg3 0000:03:00.0: eth0: 0x000051c0: 0x00000000, 0x00000000, 0x08002cfe, 0x00000000
[4448434.073891] tg3 0000:03:00.0: eth0: 0x00005200: 0xc0010000, 0x00000000, 0x08000000, 0x02ed9f87
[4448434.073894] tg3 0000:03:00.0: eth0: 0x00005210: 0x06000000, 0x00000000, 0x08000000, 0x00000000
[4448434.073897] tg3 0000:03:00.0: eth0: 0x00005220: 0x08000000, 0x02ed9f87, 0x06000000, 0x00000000
[4448434.073900] tg3 0000:03:00.0: eth0: 0x00005230: 0x00000000, 0x00000000, 0x08000000, 0x02ed9f87
[4448434.073903] tg3 0000:03:00.0: eth0: 0x00005240: 0x06000000, 0x00000000, 0x08000000, 0x00000000
[4448434.073906] tg3 0000:03:00.0: eth0: 0x00005250: 0x08000000, 0x02ed9f87, 0x06000000, 0x00000000
[4448434.073909] tg3 0000:03:00.0: eth0: 0x00005260: 0x00000000, 0x00000000, 0x08000000, 0x02ed9f87
[4448434.073912] tg3 0000:03:00.0: eth0: 0x00005270: 0x06000000, 0x00000000, 0x08000000, 0x00000000
[4448434.073915] tg3 0000:03:00.0: eth0: 0x00005280: 0x00009800, 0x80004000, 0x00000000, 0x00000000
[4448434.073918] tg3 0000:03:00.0: eth0: 0x00005290: 0x00000000, 0x00000000, 0x00000000, 0x08001968
[4448434.073921] tg3 0000:03:00.0: eth0: 0x000052a0: 0x10400014, 0x00000000, 0x00000000, 0x40000020
[4448434.073924] tg3 0000:03:00.0: eth0: 0x000052b0: 0x00000000, 0x0000001d, 0x00000000, 0x00000000
[4448434.073928] tg3 0000:03:00.0: eth0: 0x000052c0: 0x00000000, 0x00000000, 0x08001b1e, 0x00000000
[4448434.073931] tg3 0000:03:00.0: eth0: 0x00005300: 0x00009800, 0x80000000, 0x00000000, 0x00000000
[4448434.073934] tg3 0000:03:00.0: eth0: 0x00005310: 0x00000000, 0x00000000, 0x00000000, 0x08002078
[4448434.073937] tg3 0000:03:00.0: eth0: 0x00005320: 0xafa40000, 0x00000000, 0x00000000, 0x40000020
[4448434.073940] tg3 0000:03:00.0: eth0: 0x00005330: 0x00000000, 0x0000001d, 0x00000000, 0x00000000
[4448434.073943] tg3 0000:03:00.0: eth0: 0x00005340: 0x00000000, 0x00000000, 0x08001ac6, 0x00000000
[4448434.073946] tg3 0000:03:00.0: eth0: 0x00005380: 0x00009800, 0x80000000, 0x00000000, 0x00000000
[4448434.073949] tg3 0000:03:00.0: eth0: 0x00005390: 0x00000000, 0x00000000, 0x00000000, 0x08002060
[4448434.073952] tg3 0000:03:00.0: eth0: 0x000053a0: 0x0e00063f, 0x00000000, 0x00000000, 0x40000020
[4448434.073955] tg3 0000:03:00.0: eth0: 0x000053b0: 0x00000000, 0x0000001d, 0x00000000, 0x00000000
[4448434.073958] tg3 0000:03:00.0: eth0: 0x000053c0: 0x00000000, 0x00000000, 0x08002794, 0x00000000
[4448434.073962] tg3 0000:03:00.0: eth0: 0x00005800: 0x03000000, 0x03000000, 0x66000000, 0x00000000
[4448434.073965] tg3 0000:03:00.0: eth0: 0x00005810: 0x5b000000, 0x00000000, 0x00000001, 0x00000000
[4448434.073968] tg3 0000:03:00.0: eth0: 0x00005820: 0x5d000000, 0x00000000, 0x00000000, 0x00000000
[4448434.073971] tg3 0000:03:00.0: eth0: 0x00005860: 0x00000000, 0x00000000, 0x000007e1, 0x000007e1
[4448434.073974] tg3 0000:03:00.0: eth0: 0x00005880: 0x0000074f, 0x0000074f, 0x00000e34, 0x00000e34
[4448434.073977] tg3 0000:03:00.0: eth0: 0x00005890: 0x000007b7, 0x000007b7, 0x00000896, 0x00000896
[4448434.073980] tg3 0000:03:00.0: eth0: 0x00005900: 0x00000140, 0x00000140, 0x0000013c, 0x0000015f
[4448434.073983] tg3 0000:03:00.0: eth0: 0x00005980: 0x00000140, 0x000001f5, 0x0000013c, 0x0000015f
[4448434.073986] tg3 0000:03:00.0: eth0: 0x00005a00: 0x000f601f, 0x00000000, 0x00010000, 0x00000000
[4448434.073990] tg3 0000:03:00.0: eth0: 0x00006000: 0x00010082, 0x00000000, 0x00000000, 0x00000000
[4448434.073993] tg3 0000:03:00.0: eth0: 0x00006400: 0x00000000, 0x00000000, 0x00010891, 0xc0000000
[4448434.073996] tg3 0000:03:00.0: eth0: 0x00006410: 0x0a000064, 0x0a000064, 0x00000000, 0x00000000
[4448434.073999] tg3 0000:03:00.0: eth0: 0x00006420: 0x00000000, 0x00000000, 0x00000000, 0x81640000
[4448434.074003] tg3 0000:03:00.0: eth0: 0x00006430: 0x78000000, 0x14e41657, 0x169d103c, 0x01020000
[4448434.074006] tg3 0000:03:00.0: eth0: 0x00006440: 0x0000304f, 0x000002e4, 0x00000000, 0x00000000
[4448434.074009] tg3 0000:03:00.0: eth0: 0x000064c0: 0x00000010, 0x00000004, 0x00001004, 0x00000000
[4448434.074012] tg3 0000:03:00.0: eth0: 0x000064d0: 0x00000000, 0x10008d81, 0x00000000, 0x00315e42
[4448434.074015] tg3 0000:03:00.0: eth0: 0x000064e0: 0x00000031, 0x0000001f, 0x00000000, 0x00000000
[4448434.074018] tg3 0000:03:00.0: eth0: 0x000064f0: 0x00000002, 0x00000031, 0x00000000, 0x00000000
[4448434.074021] tg3 0000:03:00.0: eth0: 0x00006500: 0x01e10003, 0x239cead8, 0x00002880, 0x00000003
[4448434.074024] tg3 0000:03:00.0: eth0: 0x00006510: 0x0007812c, 0x00058116, 0x0004610a, 0x00000000
[4448434.074027] tg3 0000:03:00.0: eth0: 0x00006550: 0x00000001, 0x02800000, 0x00000000, 0x00000000
[4448434.074030] tg3 0000:03:00.0: eth0: 0x000065f0: 0x00000000, 0x00000109, 0x00000000, 0x00000000
[4448434.074034] tg3 0000:03:00.0: eth0: 0x00006800: 0x041b0034, 0x20089082, 0x01069208, 0xcca7b09d
[4448434.074037] tg3 0000:03:00.0: eth0: 0x00006810: 0x21020010, 0xffffffff, 0x00000000, 0x00000000
[4448434.074040] tg3 0000:03:00.0: eth0: 0x00006830: 0xffffffff, 0xffffffff, 0x00000000, 0x00000000
[4448434.074043] tg3 0000:03:00.0: eth0: 0x00006840: 0x00000000, 0x00000001, 0x00000000, 0x00000000
[4448434.074046] tg3 0000:03:00.0: eth0: 0x00006890: 0x00000000, 0x88003800, 0x00000000, 0x04102040
[4448434.074049] tg3 0000:03:00.0: eth0: 0x000068a0: 0x00000020, 0x00000001, 0x03ff03ff, 0x00000000
[4448434.074052] tg3 0000:03:00.0: eth0: 0x000068b0: 0xe0011514, 0x00000000, 0x00000000, 0x00000000
[4448434.074055] tg3 0000:03:00.0: eth0: 0x000068e0: 0x00000000, 0x00000000, 0x00000000, 0x00004954
[4448434.074058] tg3 0000:03:00.0: eth0: 0x000068f0: 0x00ff000e, 0x00ff0000, 0x00000000, 0x04444444
[4448434.074061] tg3 0000:03:00.0: eth0: 0x00006900: 0x5dafad90, 0x13ca5c89, 0x00000000, 0x00000000
[4448434.074064] tg3 0000:03:00.0: eth0: 0x00006920: 0x00000000, 0x00000000, 0x00000001, 0x00000000
[4448434.074068] tg3 0000:03:00.0: eth0: 0x00007000: 0x00000188, 0x00000000, 0x00000000, 0x0004aa48
[4448434.074071] tg3 0000:03:00.0: eth0: 0x00007010: 0x00000078, 0x01008073, 0x00d70081, 0x03008200
[4448434.074074] tg3 0000:03:00.0: eth0: 0x00007020: 0x00000000, 0x00000000, 0x00000406, 0x10004000
[4448434.074077] tg3 0000:03:00.0: eth0: 0x00007030: 0x00020000, 0x0004aa4c, 0x001f0000, 0x00000000
[4448434.074082] tg3 0000:03:00.0: eth0: 0: Host status block [00000005:00000003:(0000:0000:0000):(0000:0000)]
[4448434.074086] tg3 0000:03:00.0: eth0: 0: NAPI info [00000003:00000003:(0000:0000:01ff):0000:(07e1:0000:0000:0000)]
[4448434.074090] tg3 0000:03:00.0: eth0: 1: Host status block [00000001:00000066:(0000:0000:0000):(074f:0140)]
[4448434.074095] tg3 0000:03:00.0: eth0: 1: NAPI info [00000066:00000066:(0140:0140:01ff):074f:(074f:055c:0000:0000)]
[4448434.074098] tg3 0000:03:00.0: eth0: 2: Host status block [00000001:0000005b:(0e34:0000:0000):(0000:01f5)]
[4448434.074102] tg3 0000:03:00.0: eth0: 2: NAPI info [0000005b:0000005b:(01f5:01f5:01ff):0e34:(0634:0439:0000:0000)]
[4448434.074106] tg3 0000:03:00.0: eth0: 3: Host status block [00000001:00000024:(0000:0000:0000):(0000:013c)]
[4448434.074110] tg3 0000:03:00.0: eth0: 3: NAPI info [0000001c:0000001c:(013c:0150:01ff):07b7:(07b7:07b7:0000:0000)]
[4448434.074114] tg3 0000:03:00.0: eth0: 4: Host status block [00000001:0000004d:(0000:0000:0896):(0000:015f)]
[4448434.074118] tg3 0000:03:00.0: eth0: 4: NAPI info [0000005d:0000005d:(015f:0173:01ff):0896:(0096:0696:0000:0000)]
[4448435.076670] BUG: soft lockup - CPU#13 stuck for 67s! [mcometgw_stat_l:11584]
[4448435.076672] Modules linked in: 8021q garp bridge stp llc toa hookers ipmi_devintf ipmi_si ipmi_msghandler bonding ipv6 power_meter hpilo hpwdt sg tg3(U) microcode serio_raw iTCO_wdt iTCO_vendor_support shpchp ext4 mbcache jbd2 hpsa ahci dm_mirror dm_region_hash dm_log dm_mod [last unloaded: scsi_wait_scan]
[4448435.076688] CPU 13 
[4448435.076690] Modules linked in: 8021q garp bridge stp llc toa hookers ipmi_devintf ipmi_si ipmi_msghandler bonding ipv6 power_meter hpilo hpwdt sg tg3(U) microcode serio_raw iTCO_wdt iTCO_vendor_support shpchp ext4 mbcache jbd2 hpsa ahci dm_mirror dm_region_hash dm_log dm_mod [last unloaded: scsi_wait_scan]
[4448435.076704] 
[4448435.076707] Pid: 11584, comm: mcometgw_stat_l Tainted: G        W  ----------------   2.6.32-220.23.2.ali878.el6.x86_64 #1 HP ProLiant DL360p Gen8
[4448435.076711] RIP: 0010:[<ffffffff814e1e41>]  [<ffffffff814e1e41>] _spin_lock+0x21/0x30
[4448435.076715] RSP: 0018:ffff8809c88e91f8  EFLAGS: 00000283
[4448435.076718] RAX: 0000000000004f00 RBX: ffff8809c88e91f8 RCX: ffff8809c88e9378
[4448435.076720] RDX: 0000000000004efd RSI: 0000000000000000 RDI: ffff881ff048b2e0
[4448435.076722] RBP: ffffffff8100bc0e R08: ffffea000044fc10 R09: ffff8800000146c0
[4448435.076724] R10: 0000000000000000 R11: 0000000000000000 R12: ffffea002281f430
[4448435.076727] R13: ffffea001d934630 R14: ffffea001d934668 R15: ffffea0012c24130
[4448435.076730] FS:  00007f90e1878720(0000) GS:ffff8800999a0000(0000) knlGS:0000000000000000
[4448435.076732] CS:  0010 DS: 0000 ES: 0000 CR0: 0000000080050033
[4448435.076735] CR2: 00007f683fd79340 CR3: 00000018206e0000 CR4: 00000000001406e0
[4448435.076737] DR0: 0000000000000000 DR1: 0000000000000000 DR2: 0000000000000000
[4448435.076739] DR3: 0000000000000000 DR6: 00000000ffff0ff0 DR7: 0000000000000400
[4448435.076742] Process mcometgw_stat_l (pid: 11584, threadinfo ffff8809c88e8000, task ffff881623d2a080)
[4448435.076744] Stack:
[4448435.076745]  ffff8809c88e9228 ffffffff81145f63 ffff8809c88e92d8 ffff881ff048b2e0
[4448435.076750] <0> 0000000000000001 ffffea000044fbe8 ffff8809c88e92d8 ffffffff811472ce
[4448435.076755] <0> ffffea0000000001 ffffea00299de630 ffffea006c89d330 000000000001d426
[4448435.076759] Call Trace:
[4448435.076763]  [<ffffffff81145f63>] ? page_lock_anon_vma+0x53/0x70
[4448435.076767]  [<ffffffff811472ce>] ? page_referenced+0x19e/0x370
[4448435.076771]  [<ffffffff8112c3d4>] ? shrink_active_list+0x1d4/0x510
[4448435.076775]  [<ffffffff8112665a>] ? determine_dirtyable_memory+0x1a/0x30
[4448435.076778]  [<ffffffff8112ca5d>] ? shrink_zone+0x34d/0x520
[4448435.076783]  [<ffffffff8109bf59>] ? ktime_get_ts+0xa9/0xe0
[4448435.076786]  [<ffffffff8112cd2e>] ? do_try_to_free_pages+0xfe/0x520
[4448435.076790]  [<ffffffff81115eef>] ? zone_watermark_ok+0x1f/0x30
[4448435.076793]  [<ffffffff8112d33f>] ? try_to_free_pages+0x9f/0x130
[4448435.076797]  [<ffffffff8112e4a0>] ? isolate_pages_global+0x0/0x350
[4448435.076801]  [<ffffffff81125498>] ? __alloc_pages_nodemask+0x408/0x930
[4448435.076805]  [<ffffffff8115f6f2>] ? kmem_getpages+0x62/0x170
[4448435.076808]  [<ffffffff8116030a>] ? fallback_alloc+0x1ba/0x270
[4448435.076812]  [<ffffffff8115fd5f>] ? cache_grow+0x2cf/0x320
[4448435.076815]  [<ffffffff81160089>] ? ____cache_alloc_node+0x99/0x160
[4448435.076819]  [<ffffffff81412b7a>] ? __alloc_skb+0x7a/0x180
[4448435.076823]  [<ffffffff81160f4f>] ? kmem_cache_alloc_node_notrace+0x6f/0x130
[4448435.076826]  [<ffffffff8116118b>] ? __kmalloc_node+0x7b/0x100
[4448435.076830]  [<ffffffff81412b7a>] ? __alloc_skb+0x7a/0x180
[4448435.076834]  [<ffffffff8140e970>] ? sock_alloc_send_pskb+0x1e0/0x350
[4448435.076839]  [<ffffffffa005f1c4>] ? do_get_write_access+0x3b4/0x520 [jbd2]
[4448435.076843]  [<ffffffff8140eaf5>] ? sock_alloc_send_skb+0x15/0x20
[4448435.076847]  [<ffffffff81457b33>] ? __ip_append_data+0x783/0xa60
[4448435.076850]  [<ffffffff81458750>] ? ip_generic_getfrag+0x0/0xb0
[4448435.076854]  [<ffffffff81458750>] ? ip_generic_getfrag+0x0/0xb0
[4448435.076857]  [<ffffffff81459902>] ? ip_make_skb+0x122/0x160
[4448435.076861]  [<ffffffff81458750>] ? ip_generic_getfrag+0x0/0xb0
[4448435.076864]  [<ffffffff8147ce20>] ? udp_sendmsg+0x2c0/0x8f0
[4448435.076868]  [<ffffffff814852aa>] ? inet_sendmsg+0x4a/0xb0
[4448435.076872]  [<ffffffff811140a0>] ? __generic_file_aio_write+0x240/0x470
[4448435.076875]  [<ffffffff8140acca>] ? sock_sendmsg+0x11a/0x150
[4448435.076879]  [<ffffffff81091330>] ? autoremove_wake_function+0x0/0x40
[4448435.076883]  [<ffffffff811b6a88>] ? fsnotify_destroy_event_holder+0x18/0x20
[4448435.076887]  [<ffffffff811b6ee3>] ? fsnotify_add_notify_event+0x1c3/0x280
[4448435.076891]  [<ffffffff810568f3>] ? perf_event_task_sched_out+0x33/0x80
[4448435.076894]  [<ffffffff810d188c>] ? audit_sockaddr+0x7c/0xe0
[4448435.076898]  [<ffffffff8140b5c9>] ? sys_sendto+0x139/0x190
[4448435.076902]  [<ffffffff8100b0f2>] ? system_call_fastpath+0x16/0x1b
[4448435.076904] Code: 01 74 05 e8 c2 ed d7 ff c9 c3 55 48 89 e5 0f 1f 44 00 00 b8 00 00 01 00 f0 0f c1 07 0f b7 d0 c1 e8 10 39 c2 74 0e f3 90 0f b7 17 <eb> f5 83 3f 00 75 f4 eb df c9 c3 0f 1f 40 00 55 48 89 e5 0f 1f 
[4448435.076926] Call Trace:
[4448435.076929]  [<ffffffff81145f63>] ? page_lock_anon_vma+0x53/0x70
[4448435.076932]  [<ffffffff811472ce>] ? page_referenced+0x19e/0x370
[4448435.076936]  [<ffffffff8112c3d4>] ? shrink_active_list+0x1d4/0x510
[4448435.076940]  [<ffffffff8112665a>] ? determine_dirtyable_memory+0x1a/0x30
[4448435.076943]  [<ffffffff8112ca5d>] ? shrink_zone+0x34d/0x520
[4448435.076947]  [<ffffffff8109bf59>] ? ktime_get_ts+0xa9/0xe0
[4448435.076950]  [<ffffffff8112cd2e>] ? do_try_to_free_pages+0xfe/0x520
[4448435.076954]  [<ffffffff81115eef>] ? zone_watermark_ok+0x1f/0x30
[4448435.076957]  [<ffffffff8112d33f>] ? try_to_free_pages+0x9f/0x130
[4448435.076961]  [<ffffffff8112e4a0>] ? isolate_pages_global+0x0/0x350
[4448435.076964]  [<ffffffff81125498>] ? __alloc_pages_nodemask+0x408/0x930
[4448435.076968]  [<ffffffff8115f6f2>] ? kmem_getpages+0x62/0x170
[4448435.076971]  [<ffffffff8116030a>] ? fallback_alloc+0x1ba/0x270
[4448435.076974]  [<ffffffff8115fd5f>] ? cache_grow+0x2cf/0x320
[4448435.076977]  [<ffffffff81160089>] ? ____cache_alloc_node+0x99/0x160
[4448435.076981]  [<ffffffff81412b7a>] ? __alloc_skb+0x7a/0x180
[4448435.076984]  [<ffffffff81160f4f>] ? kmem_cache_alloc_node_notrace+0x6f/0x130
[4448435.076988]  [<ffffffff8116118b>] ? __kmalloc_node+0x7b/0x100
[4448435.076991]  [<ffffffff81412b7a>] ? __alloc_skb+0x7a/0x180
[4448435.076995]  [<ffffffff8140e970>] ? sock_alloc_send_pskb+0x1e0/0x350
[4448435.077000]  [<ffffffffa005f1c4>] ? do_get_write_access+0x3b4/0x520 [jbd2]
[4448435.077004]  [<ffffffff8140eaf5>] ? sock_alloc_send_skb+0x15/0x20
[4448435.077007]  [<ffffffff81457b33>] ? __ip_append_data+0x783/0xa60
[4448435.077011]  [<ffffffff81458750>] ? ip_generic_getfrag+0x0/0xb0
[4448435.077014]  [<ffffffff81458750>] ? ip_generic_getfrag+0x0/0xb0
[4448435.077017]  [<ffffffff81459902>] ? ip_make_skb+0x122/0x160
[4448435.077021]  [<ffffffff81458750>] ? ip_generic_getfrag+0x0/0xb0
[4448435.077024]  [<ffffffff8147ce20>] ? udp_sendmsg+0x2c0/0x8f0
[4448435.077028]  [<ffffffff814852aa>] ? inet_sendmsg+0x4a/0xb0
[4448435.077031]  [<ffffffff811140a0>] ? __generic_file_aio_write+0x240/0x470
[4448435.077035]  [<ffffffff8140acca>] ? sock_sendmsg+0x11a/0x150
[4448435.077038]  [<ffffffff81091330>] ? autoremove_wake_function+0x0/0x40
[4448435.077042]  [<ffffffff811b6a88>] ? fsnotify_destroy_event_holder+0x18/0x20
[4448435.077045]  [<ffffffff811b6ee3>] ? fsnotify_add_notify_event+0x1c3/0x280
[4448435.077049]  [<ffffffff810568f3>] ? perf_event_task_sched_out+0x33/0x80
[4448435.077052]  [<ffffffff810d188c>] ? audit_sockaddr+0x7c/0xe0
[4448435.077055]  [<ffffffff8140b5c9>] ? sys_sendto+0x139/0x190
[4448435.077060]  [<ffffffff8100b0f2>] ? system_call_fastpath+0x16/0x1b
[4448435.313194] BUG: soft lockup - CPU#16 stuck for 67s! [syslog-ng:6016]
[4448435.313196] Modules linked in: 8021q garp bridge stp llc toa hookers ipmi_devintf ipmi_si ipmi_msghandler bonding ipv6 power_meter hpilo hpwdt sg tg3(U) microcode serio_raw iTCO_wdt iTCO_vendor_support shpchp ext4 mbcache jbd2 hpsa ahci dm_mirror dm_region_hash dm_log dm_mod [last unloaded: scsi_wait_scan]
[4448435.313210] CPU 16 
[4448435.313211] Modules linked in: 8021q garp bridge stp llc toa hookers ipmi_devintf ipmi_si ipmi_msghandler bonding ipv6 power_meter hpilo hpwdt sg tg3(U) microcode serio_raw iTCO_wdt iTCO_vendor_support shpchp ext4 mbcache jbd2 hpsa ahci dm_mirror dm_region_hash dm_log dm_mod [last unloaded: scsi_wait_scan]
[4448435.313225] 
[4448435.313227] Pid: 6016, comm: syslog-ng Tainted: G        W  ----------------   2.6.32-220.23.2.ali878.el6.x86_64 #1 HP ProLiant DL360p Gen8
[4448435.313230] RIP: 0010:[<ffffffff810a7d2e>]  [<ffffffff810a7d2e>] smp_call_function_many+0x1ee/0x260
[4448435.313234] RSP: 0018:ffff881ff02cf888  EFLAGS: 00000202
[4448435.313236] RAX: 0000000000000007 RBX: ffff881ff02cf8c8 RCX: 0000000000000020
[4448435.313238] RDX: 0000000000000006 RSI: 0000000000000040 RDI: 0000000000000286
[4448435.313239] RBP: ffffffff8100bc0e R08: ffffffff81bfd548 R09: 0000000000000040
[4448435.313241] R10: 0000000000000001 R11: 0000000000000000 R12: ffffffff81254a50
[4448435.313243] R13: ffff881ff02cf838 R14: 0000000000000296 R15: ffff881ff02cf838
[4448435.313246] FS:  00007fc779ff97c0(0000) GS:ffff880099a00000(0000) knlGS:0000000000000000
